"movie","year","rating","rewatch","score","date_watched","previous_score","notes","review_link"
"Jhooth Bole Kauwa Kaate","1998","","","","","","",""
"Dhol","2007","","","","","","",""
"Hungama","2003","","","","","","",""
"Cosmos","2014","","","","","","",""
"Sherlock: The Final Problem","2017","","","","","","",""
"Veerana","1988","","","","","","",""
"Jack-Jack Attack","2005","","","","","","",""
"Baby's Day Out","1994","","","","","","",""
"Malamaal Weekly","2006","","","","","","",""
"Kyo Kii... Main Jhuth Nahin Bolta","2001","","","","","","",""
"Saajan Chale Sasural","1996","","","","","","",""
"Chachi 420","1997","","","","","","",""
"Ram Lakhan","1989","","","","","","",""
"Nayak: The Real Hero","2001","","","","","","",""
"Masti","2004","","","","","","",""
"Damini","1993","","","","","","",""
"Ghayal","1990","","","","","","",""
"Dhan Dhana Dhan Goal","2007","","","","","","",""
"Jism","2003","","","","","","",""
"Aamdani Atthanni Kharcha Rupaiya","2001","","","","","","",""
"Dulhe Raja","1998","","","","","","",""
"Aankhen","1993","","","","","","",""
"Deewana Mastana","1997","","","","","","",""
"Haseena Maan Jaayegi","1999","","","","","","",""
"Hum","1991","","","","","","",""
"Bandhan","1998","","","","","","",""
"101 Dalmatians","1996","","","","","","",""
"Paperman","2012","","","","","","",""
"Luck","2009","","","","","","",""
"All the Best: Fun Begins","2009","","","","","","",""
"Double Dhamaal","2011","","","","","","",""
"Jodi No. 1","2001","","","","","","",""
"Ek Aur Ek Gyarah: By Hook or by Crook","2003","","","","","","",""
"Tathastu","2006","","","","","","",""
"2012","2009","","","","","","",""
"High School Musical","2006","","","","","","",""
"Hulk","2003","","","","","","",""
"Spy Kids","2001","","","","","","",""
"Spy Kids 3-D: Game Over","2003","","","","","","",""
"Spy Kids 2: The Island of Lost Dreams","2002","","","","","","",""
"Stuart Little 2","2002","","","","","","",""
"Masoom","1983","","","","","","",""
"Drunken Master","1978","","","","","","",""
"Snake in the Eagle's Shadow","1978","","","","","","",""
"Sky High","2005","","","","","","",""
"The Pacifier","2005","","","","","","",""
"Ghost Rider","2007","","","","","","",""
"Coolie No. 1","1995","","","","","","",""
"Sandwich","2006","","","","","","",""
"Shola Aur Shabnam","1992","","","","","","",""
"Kunwara","2000","","","","","","",""
"Hatya","1988","","","","","","",""
"Shikari","2000","","","","","","",""
"Awaargi","1990","","","","","","",""
"Lajja","2001","","","","","","",""
"Om Jai Jagadish","2002","","","","","","",""
"Laadla","1994","","","","","","",""
"Gharwali Baharwali","1998","","","","","","",""
"Kishen Kanhaiya","1990","","","","","","",""
"Badhaai Ho Badhaai","2002","","","","","","",""
"Woh 7 Din","1983","","","","","","",""
"Bulandi","2000","","","","","","",""
"Ghar Ho To Aisa","1990","","","","","","",""
"Karma","1986","","","","","","",""
"Ghatak","1996","","","","","","",""
"Naksha","2006","","","","","","",""
"Dillagi","1999","","","","","","",""
"Jo Bole So Nihaal","2005","","","","","","",""
"Krantiveer","1994","","","","","","",""
"Tirangaa","1993","","","","","","",""
"Narsimha","1991","","","","","","",""
"Teri Meherbaniyan","1985","","","","","","",""
"Haathi Mere Saathi","1971","","","","","","",""
"Aap Ki Kasam","1974","","","","","","",""
"Mehboob Ki Mehndi","1971","","","","","","",""
"Khubsoorat","1980","","","","","","",""
"Murder","2004","","","","","","",""
"Raaz 3","2012","","","","","","",""
"Good Boy, Bad Boy","2007","","","","","","",""
"1920","2008","","","","","","",""
"Raaz","2002","","","","","","",""
"Shaapit","2010","","","","","","",""
"Besharam","2013","","","","","","",""
"Xcuse Me","2003","","","","","","",""
"Style","2001","","","","","","",""
"Players","2012","","","","","","",""
"Table No. 21","2013","","","","","","",""
"Himmatwala","2013","","","","","","",""
"Zakhm","1998","","","","","","",""
"Raju Chacha","2000","","","","","","",""
"Tango Charlie","2005","","","","","","",""
"Qayamat: City Under Threat","2003","","","","","","",""
"Dilwale","1994","","","","","","",""
"Diljale","1996","","","","","","",""
"Hogi Pyaar Ki Jeet","1999","","","","","","",""
"Return Of Hanuman","2007","","","","","","",""
"Hanuman","2005","","","","","","",""
"Fukrey","2013","","","","","","",""
"Fashion","2008","","","","","","",""
"Henna","1991","","","","","","",""
"Chor Machaaye Shor","2002","","","","","","",""
"Khiladiyon Ka Khiladi","1996","","","","","","",""
"C Kkompany","2008","","","","","","",""
"Shortkut - The Con Is On","2009","","","","","","",""
"King","2008","","","","","","",""
"Don","2007","","","","","","",""
"Mass","2004","","","","","","",""
"Gaganam","2011","","","","","","",""
"Super","2005","","","","","","",""
"Great Grand Masti","2016","","","","","","",""
"Benaam Badsha","1991","","","","","","",""
"Tere Naal Love Ho Gaya","2012","","","","","","",""
"Thoda Pyaar Thoda Magic","2008","","","","","","",""
"Race Gurram","2014","","","","","","",""
"Julayi","2012","","","","","","",""
"Vikramarkudu","2006","","","","","","",""
"Indra","2002","","","","","","",""
"Karz","1980","","","","","","",""
"Prem Rog","1982","","","","","","",""
"Bol Radha Bol","1992","","","","","","",""
"Dasavatharam","2008","","","","","","",""
"Dosti","1964","","","","","","",""
"Mera Saaya","1966","","","","","","",""
"Khilona","1970","","","","","","",""
"Khoon Bhari Maang","1988","","","","","","",""
"Dayavan","1988","","","","","","",""
"Shuddh Desi Romance","2013","","","","","","",""
"Badal","2000","","","","","","",""
"Godzilla","1998","","","","","","",""
"One Two Three","2008","","","","","","",""
"Ramaiya Vastavaiya","2013","","","","","","",""
"Aarya 2","2009","","","","","","",""
"Magadheera","2009","","","","","","",""
"Taqdeerwala","1995","","","","","","",""
"Sanam Teri Kasam","2016","","","","","","",""
"Mr. Bean's Holiday","2007","","","","","","",""
"Gopi Kishan","1994","","","","","","",""
"Johnny English","2003","","","","","","",""
"Johnny English Strikes Again","2018","","","","","","",""
"Kuch Tum Kaho Kuch Hum Kahein","2002","","","","","","",""
"Kis Kisko Pyaar Karoon","2015","","","","","","",""
"Krishna Cottage","2004","","","","","","",""
"Jaani Dushman","1979","","","","","","",""
"Anji","2004","","","","","","",""
"Shootout at Wadala","2013","","","","","","",""
"Anari","1993","","","","","","",""
"Nagin","1976","","","","","","",""
"Haatim Tai","1990","","","","","","",""
"Maa","1992","","","","","","",""
"Night at the Museum","2006","","","","","","",""
"Sivaji: The Boss","2007","","","","","","",""
"Kudrat","1981","","","","","","",""
"Ragada","2010","","","","","","",""
"Kaalo","2010","","","","","","",""
"Champion","2000","","","","","","",""
"Paathshaala","2010","","","","","","",""
"Dil Maange More!!!","2004","","","","","","",""
"Ankush","1986","","","","","","",""
"The Mummy","1999","","","","","","",""
"The Mummy: Tomb of the Dragon Emperor","2008","","","","","","",""
"Honey, I Shrunk the Kids","1989","","","","","","",""
"Meet Joe Black","1998","","","","","","",""
"Dus","2005","","","","","","",""
"Samurai Jack: The Premiere Movie","2001","","","","","","",""
"Son of the Mask","2005","","","","","","",""
"Negative Space","2017","","","","","","",""
"Two","1965","","","","","","",""
"How to Train Your Dragon 2","2014","","","","","","",""
"Black Mirror: Nosedive","2016","","","","","","",""
"Cowboy Bebop","1998","","","","","","",""
"Fullmetal Alchemist: Brotherhood","2009","","","","","","",""
"Neon Genesis Evangelion","1995","","","","","","",""
"Berserk","1997","","","","","","",""
"Death Note","2006","","","","","","",""
"Steins;Gate","2011","","","","","","",""
"ERASED","2016","","","","","","",""
"Dragon Ball Z: Battle of Gods","2013","","","","","","",""
"Chain Kulii Ki Main Kulii","2007","","","","","","",""
"The Man Who Knew Infinity","2015","","","","","","",""
"Aalavandhan","2001","","","","","","",""
"Halloweentown","1998","","","","","","",""
"Kohram","1999","","","","","","",""
"Aakhree Raasta","1986","","","","","","",""
"Adventures of Ali-Baba and the Forty Thieves","1979","","","","","","",""
"Kranti","1981","","","","","","",""
"Scam 1992: The Harshad Mehta Story","2020","","","","","","",""
"Jab Jab Phool Khile","1965","","","","","","",""
"Anacondas: The Hunt for the Blood Orchid","2004","","","","","","",""
"The Adventures of Tintin","2011","","","","","","",""
"Sahasam","2013","","","","","","",""
"Daruvu","2012","","","","","","",""
"Tom and Jerry: The Fast and the Furry","2005","","","","","","",""
"Mehndi","1998","","","","","","",""
"Sansar","1987","","","","","","",""
"Nagavalli","2010","","","","","","",""
"Chandramukhi","2005","","","","","","",""
"Rascals","2011","","","","","","",""
"The Dirty Picture","2011","","","","","","",""
"Zapatlela","1993","","","","","","",""
"Satyam Shivam Sundaram","1978","","","","","","",""
"Doodh Ka Karz","1990","","","","","","",""
"Maa Tujhhe Salaam","2002","","","","","","",""
"Cinderella","1950","","","","","","",""
"The Jungle Book","1967","","","","","","",""
"Sunday","2008","","","","","","",""
"Love, Death & Robots: Bad Travelling","2022","","","","","","",""
"Aaja Nachle","2007","","","","","","",""
"Dum","2003","","","","","","",""
"George of the Jungle","1997","","","","","","",""
"Jaisi Karni Waisi Bharni","1989","","","","","","",""
"Parichay","1972","","","","","","",""
"Muqabla","1993","","","","","","",""
